기간,자치구,행정동,인구
기간,자치구,행정동,합계
기간,자치구,행정동,계
2019.1/4,영등포구,영등포본동,"25,408"
2019.1/4,영등포구,영등포동,"26,660"
2019.1/4,영등포구,도림동,"22,120"
2019.1/4,영등포구,문래동,"32,172"
2019.1/4,동작구,소계,"412,031"
2019.1/4,동작구,노량진2동,"14,234"
2019.1/4,동작구,상도1동,"48,459"
2019.1/4,동작구,상도2동,"29,351"
2019.1/4,동작구,상도3동,"26,152"
2019.1/4,동작구,상도4동,"30,316"
2019.1/4,동작구,사당1동,"24,233"
2019.1/4,동작구,사당3동,"26,702"
2019.1/4,동작구,사당4동,"15,117"
2019.1/4,동작구,사당5동,"13,164"
2019.1/4,동작구,대방동,"40,191"
2019.1/4,동작구,신대방1동,"27,010"
2019.1/4,동작구,신대방2동,"20,877"
2019.1/4,동작구,흑석동,"35,007"
2019.1/4,동작구,노량진1동,"32,634"
2019.1/4,동작구,사당2동,"28,584"
2019.1/4,관악구,소계,"520,645"
