기간	자치구	행정동	세대	인구	인구	인구	인구	인구	인구	인구	인구	인구	세대당인구	65세이상고령자
기간	자치구	행정동	세대	합계	합계	합계	한국인	한국인	한국인	외국인	외국인	외국인	세대당인구	65세이상고령자
기간	자치구	행정동	세대	계	남자	여자	계	남자	여자	계	남자	여자	세대당인구	65세이상고령자
2019.3/4	강동구	고덕1동	9,111	27,334	13,876	13,458	27,229	13,822	13,407	105	54	51	2.99	2,616
2019.3/4	강동구	고덕2동	3,403	7,419	3,944	3,475	7,325	3,886	3,439	94	58	36	2.15	1,421
2019.3/4	강동구	암사2동	5,895	14,557	7,083	7,474	14,511	7,062	7,449	46	21	25	2.46	2,088
2019.3/4	강동구	암사3동	6,360	18,821	9,226	9,595	18,767	9,201	9,566	54	25	29	2.95	2,315
2019.3/4	강동구	천호1동	12,846	28,623	14,090	14,533	28,306	13,971	14,335	317	119	198	2.2	4,753
2019.3/4	강동구	천호3동	13,714	28,294	13,947	14,347	27,731	13,673	14,058	563	274	289	2.02	4,398
2019.3/4	강동구	성내1동	8,116	20,648	10,001	10,647	20,516	9,944	10,572	132	57	75	2.53	2,813
2019.3/4	강동구	성내2동	12,460	25,300	12,529	12,771	24,553	12,152	12,401	747	377	370	1.97	3,932
2019.3/4	강동구	성내3동	10,249	23,991	11,882	12,109	23,708	11,761	11,947	283	121	162	2.31	3,370
2019.3/4	강동구	둔촌1동	167	287	136	151	272	130	142	15	6	9	1.63	94
2019.3/4	강동구	둔촌2동	11,226	27,943	13,811	14,132	27,809	13,755	14,054	134	56	78	2.48	3,960
2019.3/4	강동구	암사1동	16,169	36,975	18,329	18,646	36,651	18,198	18,453	324	131	193	2.27	5,541
2019.3/4	강동구	천호2동	17,659	36,078	18,023	18,055	35,280	17,609	17,671	798	414	384	2	5,702
2019.3/4	강동구	길동	20,558	46,720	22,881	23,839	46,387	22,747	23,640	333	134	199	2.26	7,028
